NDVI,WET,NDBSI,LST,RESI
0.417331,0.832178,0.678968,0.376548,0.30026
0.572925,0.803204,0.608689,0.373117,0.422449
0.539002,0.854795,0.56204,0.560604,0.396085
0.324426,0.919418,0.593747,0.527653,0.272081
0.597217,0.86979,0.543539,0.367412,0.478511
0.720915,0.868415,0.439664,0.376559,0.600892
0.553551,0.891196,0.496623,0.383923,0.477717
0.840693,0.901967,0.282783,0.29811,0.770108
0.852141,0.907008,0.239279,0.306251,0.798429
0.756453,0.912774,0.302502,0.34212,0.704756
0.692893,0.848223,0.494593,0.378977,0.553569
0.428703,0.770964,0.706636,0.514392,0.2583
0.40995,0.854018,0.645326,0.46937,0.297686
0.71095,0.867192,0.450069,0.36004,0.592958
0.492939,0.897443,0.481164,0.383209,0.452648
0.759565,0.872362,0.439667,0.300268,0.638167
0.763526,0.859987,0.446904,0.34319,0.626754
0.589056,0.869128,0.494814,0.356295,0.501827
0.512109,0.861516,0.596375,0.455278,0.384481
0.537043,0.808399,0.65994,0.410023,0.368412
0.817763,0.889157,0.334707,0.308823,0.726342
0.638048,0.886276,0.444524,0.413737,0.546251
0.695406,0.878767,0.426223,0.376404,0.594774
0.783359,0.882257,0.39827,0.309022,0.672682
0.46502,0.834163,0.637584,0.459073,0.332695
0.587265,0.781284,0.713075,0.347768,0.378109
0.695722,0.876941,0.44107,0.438813,0.574503
0.524412,0.838422,0.620066,0.413194,0.384858
0.526663,0.856315,0.598267,0.377011,0.406682
0.472658,0.876292,0.578203,0.419047,0.380667
0.448846,0.901923,0.480008,0.408292,0.423981
0.910739,0.928079,0.122451,0.279924,0.900479
0.873196,0.899961,0.271905,0.313734,0.79079
0.579765,0.766806,0.731726,0.446404,0.342932
0.820733,0.909762,0.249129,0.289177,0.779271
0.826071,0.871032,0.38539,0.332907,0.69756
0.423017,0.863546,0.630052,0.427527,0.322397
0.470178,0.838542,0.622645,0.448474,0.346045
0.510359,0.855389,0.602755,0.406596,0.389178
0.34187,0.865909,0.660157,0.464548,0.253813
0.850035,0.891604,0.30218,0.374289,0.748881
0.773856,0.898847,0.325467,0.285845,0.712147
0.532538,0.861345,0.56203,0.361815,0.432673
0.634004,0.854179,0.531254,0.344104,0.508683
0.676101,0.873557,0.464691,0.328505,0.572595
0.646486,0.895259,0.434365,0.291668,0.581561
0.892097,0.908208,0.222532,0.261397,0.838755
0.671934,0.863187,0.482448,0.452342,0.535172
0.820051,0.871081,0.399129,0.308214,0.691836
0.527157,0.848006,0.582735,0.412489,0.407257
0.439606,0.907284,0.508157,0.37907,0.41028
0.460487,0.80908,0.705213,0.455629,0.292507
0.777081,0.848505,0.431285,0.387937,0.632537
0.813741,0.88435,0.346165,0.358212,0.707709
0.827202,0.883145,0.334189,0.339574,0.725179
0.432403,0.841637,0.693756,0.567423,0.263915
0.888113,0.900087,0.26098,0.294472,0.808782
0.64323,0.851444,0.509474,0.37687,0.518576
0.405399,0.868042,0.65976,0.468495,0.28912
0.357399,0.831929,0.698365,0.510152,0.229766
0.438976,0.82666,0.615966,0.489821,0.322613
0.598891,0.877065,0.492435,0.491308,0.482569
0.859179,0.899335,0.277973,0.326989,0.777013
0.692323,0.869972,0.456125,0.364104,0.578779
0.65214,0.848579,0.525269,0.367534,0.516791
0.401042,0.848597,0.670375,0.410541,0.290588
0.921824,0.932421,0.0957079,0.286219,0.920032
0.607919,0.823899,0.594758,0.391595,0.447912
0.41499,0.870264,0.622942,0.403405,0.327139
0.650986,0.836818,0.585827,0.340688,0.488263
0.466743,0.831514,0.651983,0.409741,0.335591
0.570311,0.863624,0.546705,0.404486,0.453725
0.952154,0.946047,0.0379187,0.257822,0.974653
0.473576,0.829606,0.645818,0.381627,0.34808
0.889068,0.917884,0.173384,0.254912,0.865318
0.707266,0.848957,0.469845,0.407042,0.569212
0.794817,0.875628,0.379054,0.332167,0.683985
0.339191,0.504351,0.84309,0.486378,0.114048
0.526689,0.791139,0.648767,0.358411,0.376993
0.441932,0.85013,0.629197,0.407776,0.336014
0.672329,0.861901,0.480852,0.374465,0.551594
0.649287,0.821128,0.576711,0.479879,0.462828
0.461398,0.825023,0.704766,0.332701,0.319346
0.442466,0.781886,0.74068,0.474684,0.257055
0.89145,0.909796,0.230457,0.281958,0.830276
0.638528,0.840263,0.566775,0.369702,0.485924
0.943281,0.94262,0.0719608,0.257634,0.951364
0.691778,0.839094,0.498846,0.303324,0.564802
0.342298,0.473468,0.877504,0.402059,0.111194
0.697163,0.888182,0.404642,0.372214,0.608969
0.885667,0.893667,0.279898,0.268467,0.80192
0.687174,0.862419,0.468891,0.352201,0.570731
0.365894,0.831809,0.667225,0.463873,0.260186
0.484505,0.855508,0.61984,0.427644,0.36146
0.796776,0.869695,0.393533,0.329541,0.677343
0.643704,0.878366,0.473359,0.373448,0.541383
0.773977,0.888731,0.35868,0.298725,0.691056
0.481848,0.790637,0.708163,0.422921,0.307545
0.84519,0.869302,0.388661,0.283434,0.716225
0.861938,0.88761,0.311478,0.333212,0.758407
0.822171,0.899352,0.294454,0.385295,0.735932
0.868016,0.907425,0.240153,0.26829,0.814471
0.609588,0.849034,0.542209,0.447524,0.468088
0.32274,0.884055,0.592732,0.575045,0.258604
0.383948,0.863221,0.652845,0.4399,0.285924
0.680106,0.861567,0.489978,0.408157,0.5444
0.902007,0.893306,0.273331,0.331153,0.802059
0.55564,0.872689,0.535942,0.39353,0.454291
0.828865,0.895244,0.306373,0.306644,0.74861
0.865944,0.888852,0.306649,0.334208,0.763138
0.624447,0.849342,0.567358,0.338971,0.484758
0.69645,0.792884,0.639715,0.344869,0.479946
0.821195,0.892833,0.328379,0.275266,0.738665
0.389902,0.859331,0.668708,0.433599,0.281734
0.722681,0.875689,0.418401,0.359046,0.617355
0.852309,0.894188,0.286697,0.313554,0.770687
0.607472,0.833575,0.564201,0.413991,0.460354
0.391382,0.821548,0.731154,0.467021,0.239021
0.557633,0.89703,0.445725,0.38607,0.507085
0.849614,0.902608,0.263978,0.310532,0.782651
0.704982,0.829947,0.553418,0.384983,0.526187
0.53296,0.894661,0.475506,0.379231,0.47861
0.658023,0.881412,0.440797,0.409441,0.559787
0.901971,0.914998,0.205134,0.269038,0.852673
0.801065,0.885045,0.351076,0.327475,0.704183
0.916605,0.939589,0.0822711,0.305848,0.921038
0.380656,0.858936,0.648499,0.417974,0.290292
0.630591,0.86828,0.497589,0.417498,0.511416
0.49307,0.851277,0.61359,0.426826,0.369299
0.624675,0.8736,0.482634,0.383849,0.52324
0.394031,0.840745,0.669925,0.430227,0.282166
0.71506,0.808246,0.587276,0.403211,0.508088
0.850288,0.891304,0.301699,0.364442,0.751205
0.397806,0.811335,0.708673,0.444707,0.257896
0.75126,0.878661,0.392954,0.397008,0.639603
0.494295,0.856119,0.610902,0.440459,0.369195
0.912838,0.920864,0.144513,0.316484,0.881982
0.774092,0.893751,0.357867,0.313943,0.68904
0.705623,0.851475,0.463612,0.351425,0.582905
0.885261,0.895843,0.279232,0.262802,0.803395
0.909136,0.920553,0.181114,0.300829,0.863639
0.860979,0.89857,0.272388,0.308711,0.784532
0.378572,0.88154,0.588898,0.416674,0.323212
0.893824,0.907997,0.227675,0.321571,0.825015
0.870919,0.886119,0.308056,0.316951,0.768338
0.418671,0.830967,0.677476,0.420013,0.293031
0.507886,0.871301,0.556473,0.402539,0.414697
0.817351,0.895026,0.305592,0.257731,0.752266
0.603772,0.890227,0.476166,0.364966,0.520392
0.444893,0.863367,0.612164,0.467537,0.336156
0.790719,0.87109,0.391618,0.364057,0.668234
0.406222,0.826045,0.660244,0.483216,0.282074
0.485162,0.824351,0.624488,0.415786,0.358523
0.744267,0.883628,0.389177,0.316006,0.654296
0.462237,0.801193,0.686952,0.415446,0.310321
0.737183,0.889258,0.363094,0.444396,0.63915
0.803073,0.869817,0.41346,0.302582,0.67572
0.797801,0.885791,0.354718,0.394186,0.687235
0.4085,0.779591,0.690316,0.48898,0.261528
0.424498,0.841446,0.627674,0.444131,0.318908
0.710894,0.889964,0.423063,0.330079,0.615505
0.39163,0.862267,0.669787,0.471517,0.274894
0.316316,0.813108,0.687546,0.503418,0.211824
0.800032,0.874488,0.383776,0.324573,0.68581
0.640437,0.828287,0.560203,0.453335,0.472602
0.816917,0.89466,0.307394,0.386453,0.72543
0.560373,0.86335,0.572647,0.369948,0.441276
0.844981,0.897471,0.290082,0.259443,0.775885
0.677414,0.849822,0.519781,0.298385,0.54776
0.889225,0.900197,0.256585,0.300919,0.810458
0.826963,0.871302,0.372295,0.342113,0.703179
0.679701,0.856496,0.517118,0.342223,0.542419
0.394106,0.883428,0.612657,0.366813,0.329485
0.805664,0.877467,0.372637,0.324032,0.695273
0.783215,0.868484,0.418214,0.315838,0.659286
0.759779,0.870664,0.408467,0.333609,0.647972
0.46929,0.827795,0.651979,0.441693,0.330285
0.749884,0.873169,0.423952,0.392749,0.622728
0.435358,0.84116,0.668175,0.414647,0.309432
0.473163,0.78153,0.743029,0.469341,0.27407
0.360888,0.862957,0.671002,0.404672,0.270362
0.807618,0.874343,0.36917,0.31494,0.699689
0.756151,0.873439,0.423569,0.334447,0.638072
0.647987,0.838196,0.54644,0.393405,0.497055
0.819881,0.869821,0.387661,0.394203,0.680569
0.556668,0.847751,0.557314,0.428812,0.433986
0.361389,0.860375,0.66687,0.498728,0.253854
0.545766,0.801957,0.626931,0.456122,0.380924
0.481844,0.847359,0.581435,0.466942,0.37161
0.449355,0.793355,0.684226,0.413759,0.304059
0.612255,0.812634,0.574284,0.457632,0.446873
0.81768,0.87891,0.361068,0.346118,0.703889
0.4218,0.780094,0.766927,0.478202,0.230696
0.697708,0.795006,0.555784,0.448015,0.504718
0.459058,0.862946,0.604276,0.404545,0.360762
0.806164,0.879445,0.357728,0.35708,0.697065
0.810311,0.882749,0.372584,0.338733,0.69553
0.8126,0.883236,0.351454,0.31975,0.711809
0.379594,0.884309,0.606655,0.371383,0.323693
0.848646,0.887809,0.314942,0.333635,0.749051
0.472328,0.861228,0.615618,0.472633,0.348498
0.486833,0.851218,0.614723,0.437215,0.363127
0.50659,0.814083,0.652482,0.472413,0.343435
0.490107,0.834123,0.615865,0.426021,0.364827
0.838309,0.891804,0.31746,0.290861,0.750837
0.880409,0.911677,0.212169,0.255867,0.839128
0.886037,0.907331,0.220945,0.2663,0.835126
0.796261,0.89276,0.34914,0.255257,0.717668
0.566955,0.878165,0.503431,0.366346,0.483797
0.615906,0.830951,0.520414,0.409709,0.488814
0.657418,0.901262,0.357332,0.296237,0.628123
0.589958,0.845792,0.568061,0.368556,0.458777
0.527147,0.851168,0.572078,0.363326,0.422988
0.880766,0.915308,0.216397,0.306354,0.827426
0.688583,0.900575,0.357119,0.371312,0.630728
0.520149,0.890373,0.478115,0.376273,0.470186
0.542063,0.775879,0.666457,0.501846,0.346173
0.640655,0.880027,0.461974,0.349873,0.550549
0.725333,0.87849,0.455649,0.313184,0.608565
0.81247,0.878074,0.368419,0.299001,0.706364
0.379383,0.861145,0.656847,0.441186,0.280777
0.503692,0.826174,0.626355,0.523695,0.346663
0.536752,0.818544,0.632112,0.366695,0.392619
0.631946,0.88529,0.430031,0.393882,0.554333
0.575871,0.864013,0.543736,0.418955,0.455578
0.908709,0.921994,0.145358,0.262768,0.890017
0.490797,0.792995,0.649585,0.571698,0.314183
0.570375,0.855379,0.577276,0.399932,0.43766
0.755769,0.843518,0.487705,0.350717,0.597641
0.74599,0.85848,0.415675,0.336686,0.634555
0.849405,0.90217,0.274308,0.274001,0.784294
0.469296,0.825844,0.655469,0.437346,0.329107
0.59031,0.878492,0.481761,0.381561,0.505369
0.671721,0.870411,0.469934,0.398014,0.553216
0.533241,0.862505,0.567564,0.375513,0.427538
0.666385,0.839163,0.570871,0.35116,0.502971
0.417316,0.81829,0.699506,0.442031,0.274942
0.742902,0.887855,0.394161,0.331495,0.64825
0.566902,0.880412,0.50325,0.428155,0.471801
0.57926,0.861207,0.552565,0.424306,0.451461
0.554729,0.840313,0.606966,0.39913,0.411792
0.391902,0.804113,0.758965,0.446783,0.226844
0.610377,0.653018,0.712447,0.49931,0.348067
0.73341,0.882405,0.356242,0.37391,0.653967
0.709693,0.847817,0.48749,0.3296,0.576533
0.706718,0.855345,0.47748,0.359694,0.574944
0.571368,0.852523,0.558867,0.417491,0.444161
0.823053,0.897534,0.306289,0.2646,0.75399
0.884878,0.926163,0.125025,0.254323,0.889496
0.543227,0.87257,0.530524,0.419833,0.444943
0.592507,0.811797,0.610303,0.414204,0.425301
0.758915,0.85993,0.42835,0.370091,0.628616
0.623884,0.879631,0.467276,0.370478,0.534193
0.575724,0.874095,0.514135,0.435201,0.468948
0.580817,0.874684,0.509369,0.436888,0.474051
0.458129,0.851824,0.634376,0.450409,0.334064
0.451214,0.813161,0.699084,0.371476,0.307699
0.797222,0.865181,0.403547,0.32537,0.672665
0.359858,0.859925,0.665093,0.396309,0.274258
0.379591,0.826834,0.680882,0.398408,0.273165
0.552667,0.773859,0.730941,0.456249,0.326904
0.803367,0.892765,0.341637,0.276963,0.721306
0.630841,0.801954,0.628505,0.330485,0.452837
0.823058,0.890639,0.325798,0.307856,0.734368
0.533346,0.843478,0.598064,0.391069,0.406423
0.75234,0.852377,0.458383,0.366341,0.609019
0.453453,0.870353,0.619634,0.466302,0.337978
0.71618,0.83245,0.527584,0.353724,0.552602
0.686423,0.851648,0.489127,0.369947,0.554975
0.71227,0.861679,0.448115,0.409319,0.584363
0.502731,0.854616,0.579135,0.431955,0.392257
0.835924,0.880988,0.347813,0.322673,0.726013
0.668897,0.86523,0.466341,0.415926,0.549434
0.821305,0.897098,0.301715,0.385886,0.731258
0.655374,0.873592,0.47946,0.400887,0.538761
0.895082,0.931751,0.131414,0.290262,0.885274
0.78821,0.8741,0.389806,0.316583,0.677535
0.726704,0.865351,0.457883,0.336006,0.602263
0.746965,0.869836,0.418818,0.30224,0.641462
0.784251,0.87575,0.385412,0.342274,0.672695
0.877481,0.916552,0.186628,0.272071,0.848263
0.609262,0.859807,0.541935,0.425501,0.473539
0.375,0.796382,0.739346,0.601447,0.196168
0.784634,0.896223,0.334088,0.341433,0.702313
0.771733,0.86624,0.413113,0.339345,0.650631
0.70565,0.872742,0.433085,0.374683,0.596619
0.54426,0.812596,0.625026,0.442316,0.384927
0.851632,0.903691,0.255373,0.31764,0.78703
0.511039,0.766591,0.686402,0.362768,0.344921
0.743085,0.861422,0.428744,0.373614,0.618975
0.826765,0.890036,0.334012,0.341692,0.725316
0.784028,0.863264,0.428962,0.325503,0.651602
0.465699,0.856247,0.61204,0.475819,0.345521
0.809748,0.865356,0.420751,0.306731,0.674329
0.497996,0.769026,0.645385,0.444269,0.34332
0.597858,0.883654,0.488435,0.347343,0.513416
0.840435,0.899612,0.27625,0.302612,0.772278
0.784418,0.913852,0.251364,0.286884,0.758582
0.840004,0.881248,0.338252,0.296955,0.738499
0.734985,0.864363,0.43935,0.423177,0.599267
0.83193,0.893626,0.306116,0.350187,0.741639
0.578178,0.837249,0.564225,0.403431,0.446375
0.630073,0.780263,0.67859,0.425923,0.404717
0.396443,0.88614,0.58262,0.429782,0.334428
0.685068,0.83735,0.522588,0.448614,0.519409
0.894116,0.920258,0.156567,0.248156,0.878628
0.694559,0.789669,0.619869,0.367844,0.484474
0.45545,0.816798,0.669952,0.414961,0.3172
0.491698,0.879682,0.531132,0.553397,0.389863
0.828147,0.878154,0.348947,0.31436,0.72241
0.690923,0.877063,0.444815,0.37963,0.581613
0.800013,0.856783,0.452071,0.285568,0.655636
0.849076,0.895031,0.302168,0.303243,0.762833
0.797792,0.841861,0.469704,0.340423,0.632623
0.42759,0.722667,0.789349,0.478807,0.216062
0.333298,0.860927,0.651759,0.56971,0.232011
0.478912,0.841055,0.634297,0.474955,0.339781
0.625154,0.878242,0.459284,0.427817,0.527583
0.603118,0.859358,0.514882,0.52049,0.46545
0.640658,0.83417,0.560417,0.315326,0.500668
0.401317,0.84969,0.678232,0.46564,0.275743
0.656849,0.884564,0.449015,0.324454,0.572012
0.702772,0.847368,0.467176,0.393877,0.570554
0.654059,0.88254,0.473234,0.398638,0.542682
0.691863,0.877178,0.427939,0.425872,0.581875
0.538652,0.848649,0.612871,0.383468,0.403619
0.632356,0.844279,0.529646,0.354013,0.505618
0.600783,0.818787,0.618566,0.369358,0.435218
0.586065,0.800583,0.675269,0.388489,0.391306
0.536908,0.83647,0.596096,0.411687,0.40464
0.654547,0.881368,0.452539,0.430301,0.547476
0.62316,0.874951,0.448227,0.367211,0.544023
0.642825,0.827605,0.547436,0.371975,0.496802
0.610131,0.886744,0.472883,0.332071,0.531881
0.833649,0.886504,0.328334,0.353438,0.729481
0.842942,0.887287,0.321364,0.306958,0.747707
0.789016,0.865628,0.417349,0.305635,0.664735
0.801295,0.885123,0.365806,0.327126,0.696604
0.748358,0.872626,0.416025,0.360561,0.632407
0.669729,0.871968,0.461206,0.321215,0.572146
0.509271,0.880042,0.544209,0.400377,0.423288
0.417641,0.827299,0.639929,0.397709,0.316358
0.884018,0.915408,0.191589,0.27048,0.849509
0.559952,0.862765,0.545686,0.370573,0.455105
0.404472,0.768616,0.754392,0.369288,0.248075
0.663615,0.814451,0.54793,0.341604,0.512898
0.57202,0.851929,0.556148,0.490882,0.431306
0.330135,0.929325,0.342856,0.401079,0.43409
0.550272,0.821903,0.644389,0.513026,0.364961
0.531979,0.862602,0.586173,0.418653,0.408423
0.698014,0.817799,0.587586,0.436071,0.492803
0.814488,0.890978,0.33069,0.30822,0.726933
0.72098,0.871685,0.439052,0.369741,0.602945
0.527258,0.817725,0.647515,0.460014,0.360504
0.397045,0.849453,0.651585,0.430065,0.29448
0.849496,0.893282,0.303779,0.312783,0.760139
0.553382,0.851625,0.558293,0.416955,0.434382
0.549544,0.825379,0.583831,0.429608,0.41351
0.434883,0.8148,0.684411,0.478537,0.285161
0.450703,0.86862,0.630528,0.406347,0.342422
0.842252,0.890555,0.331669,0.270264,0.749508
0.670447,0.871361,0.473838,0.421955,0.545773
0.540553,0.827737,0.617207,0.424572,0.392066
0.447252,0.750466,0.684977,0.487771,0.283345
0.492674,0.834019,0.625905,0.412441,0.363651
0.905846,0.920269,0.130355,0.35657,0.877506
0.501384,0.781345,0.696108,0.475054,0.313558
0.829782,0.885237,0.329202,0.348669,0.727669
0.763255,0.887785,0.363323,0.390928,0.664147
0.818438,0.891038,0.325445,0.306089,0.732354
0.415764,0.833442,0.643592,0.409472,0.311661
0.738295,0.881761,0.401275,0.34926,0.637743
0.465638,0.847341,0.627757,0.434083,0.344563
0.453989,0.820959,0.639969,0.40922,0.333798
0.607718,0.856044,0.525954,0.386685,0.488452
0.448993,0.814196,0.706753,0.413148,0.294217
0.734624,0.880513,0.403629,0.383481,0.627503
0.590499,0.843027,0.563575,0.403552,0.454206
0.849029,0.900741,0.272506,0.322367,0.775269
0.728402,0.826263,0.526543,0.347019,0.56071
0.766026,0.895113,0.34096,0.394711,0.677525
0.560947,0.867633,0.527109,0.374751,0.465154
0.520671,0.818847,0.629016,0.422556,0.374149
0.828251,0.897835,0.298321,0.327792,0.748582
0.423534,0.856631,0.607362,0.389435,0.341545
0.86189,0.887889,0.321138,0.291209,0.761657
0.481615,0.866803,0.59675,0.441215,0.370506
0.545129,0.866952,0.579197,0.411677,0.421328
0.51158,0.850044,0.614896,0.41395,0.381434
0.525921,0.883014,0.490528,0.488951,0.443697
0.601239,0.867054,0.541726,0.387081,0.477533
0.484358,0.833061,0.633932,0.491798,0.338859
0.577607,0.881389,0.47558,0.446426,0.488902
0.550615,0.828329,0.581554,0.438735,0.413803
0.61473,0.880678,0.47538,0.362453,0.526476
0.408911,0.802097,0.711917,0.426496,0.265086
0.693852,0.85384,0.492011,0.394852,0.552893
0.721107,0.840731,0.524378,0.403508,0.548013
0.858776,0.905998,0.246676,0.335623,0.792298
0.438426,0.865572,0.620219,0.374177,0.347064
0.771139,0.805389,0.535657,0.433327,0.560568
0.855335,0.895297,0.29495,0.308176,0.769208
0.900744,0.906901,0.229844,0.314401,0.829067
0.78755,0.872461,0.396218,0.384142,0.66017
0.802908,0.876807,0.372745,0.386197,0.681236
0.713301,0.848922,0.477801,0.376034,0.574558
0.816298,0.887184,0.349691,0.420147,0.695254
0.849899,0.904755,0.249376,0.286324,0.795565
0.734935,0.871658,0.424006,0.377748,0.617136
0.539882,0.859748,0.554532,0.416683,0.429683
0.74426,0.884061,0.403631,0.314141,0.647068
0.513424,0.842655,0.62819,0.411387,0.375191
0.351898,0.863708,0.670797,0.511173,0.244319
0.477024,0.853618,0.636651,0.452232,0.34329
0.823146,0.904994,0.273776,0.286707,0.767598
0.459697,0.757425,0.694819,0.530198,0.277407
0.776321,0.862333,0.422461,0.377649,0.640244
0.86162,0.900674,0.276861,0.292098,0.786048
0.440004,0.852719,0.627943,0.4138,0.334663
0.721085,0.885628,0.419615,0.299895,0.628605
0.615538,0.883851,0.469899,0.364634,0.52972
0.899813,0.927467,0.134201,0.326369,0.878834
0.579302,0.872324,0.51301,0.471372,0.464175
0.872409,0.910166,0.239947,0.328749,0.805303
0.71992,0.860715,0.480698,0.373063,0.578548
0.535227,0.815223,0.636698,0.448777,0.372672
0.882768,0.906218,0.237865,0.296756,0.818175
0.629196,0.868742,0.492309,0.424421,0.512094
0.432852,0.821272,0.671232,0.453637,0.296606
0.381344,0.635952,0.757388,0.471252,0.199569
0.806948,0.873294,0.36726,0.318617,0.699483
0.767681,0.873606,0.39779,0.366772,0.651759
0.658422,0.832658,0.564082,0.438553,0.484038
0.80702,0.87017,0.395984,0.323956,0.682957
0.599132,0.877865,0.501608,0.365693,0.502922
0.852568,0.888876,0.321065,0.322927,0.750256
0.508528,0.856681,0.569257,0.58413,0.370678
0.509964,0.822775,0.619618,0.478616,0.362361
0.791971,0.872106,0.399284,0.288143,0.680088
0.674893,0.872386,0.452241,0.409745,0.562219
0.661106,0.817431,0.567993,0.448081,0.480014
0.404996,0.862647,0.643384,0.442459,0.302172
0.41973,0.801942,0.711664,0.425075,0.27156
0.797348,0.885009,0.382073,0.294402,0.692288
0.761562,0.862488,0.415948,0.4236,0.626278
0.548351,0.855321,0.557706,0.439041,0.427856
0.330778,0.813971,0.684446,0.51246,0.219871
0.864085,0.886214,0.324143,0.269043,0.765537
0.494366,0.838833,0.643596,0.42535,0.353179
0.482359,0.862184,0.575825,0.344721,0.4007
0.747773,0.884955,0.410724,0.293943,0.6494
0.800377,0.869305,0.390064,0.300462,0.686941
0.402556,0.858037,0.658212,0.418325,0.297291
0.505617,0.836002,0.604927,0.529526,0.358922
0.880174,0.911715,0.217524,0.28339,0.830695
0.884983,0.925654,0.153841,0.348151,0.85561
0.39137,0.862317,0.641689,0.462182,0.291462
0.849937,0.879902,0.352659,0.327881,0.730171
0.843964,0.90712,0.259484,0.304001,0.783618
0.788636,0.872966,0.39419,0.337527,0.671175
0.632094,0.719206,0.63145,0.405445,0.428554
0.415646,0.846888,0.695381,0.563498,0.25497
0.428163,0.859635,0.638466,0.426777,0.320585
0.611009,0.821552,0.589434,0.427929,0.444992
0.442944,0.824857,0.661715,0.377163,0.322881
0.816423,0.896804,0.313969,0.285729,0.741931
0.480478,0.749771,0.702278,0.447556,0.300779
0.532218,0.826008,0.658226,0.507492,0.349036
0.575506,0.859001,0.560842,0.433711,0.442881
0.469256,0.810003,0.720714,0.428692,0.294689
0.440612,0.8491,0.637715,0.447605,0.322743
0.834415,0.89669,0.304669,0.300777,0.753942
0.524871,0.833031,0.614299,0.404823,0.389273
0.600893,0.881608,0.487034,0.326428,0.519809
0.565502,0.856492,0.573636,0.401957,0.43656
0.453913,0.848841,0.608982,0.421347,0.350592
0.850101,0.893871,0.297323,0.34127,0.758286
0.495335,0.871303,0.572633,0.426325,0.39438
0.813726,0.900172,0.294938,0.308831,0.746228
0.805048,0.87903,0.372905,0.331351,0.693491
0.870486,0.895219,0.29642,0.245463,0.789401
0.418989,0.817959,0.703018,0.451906,0.272027
0.769644,0.903427,0.300173,0.315101,0.717804
0.338137,0.770997,0.708975,0.406998,0.227588
0.781298,0.85839,0.400108,0.341722,0.661593
0.458105,0.7429,0.749281,0.416185,0.268908
0.747684,0.847173,0.483629,0.377299,0.590347
0.491631,0.863022,0.597477,0.50083,0.363498
0.511872,0.863992,0.594859,0.395568,0.39728
0.831517,0.885491,0.33679,0.307307,0.732886
0.625613,0.864433,0.495916,0.375079,0.517547
0.732673,0.896458,0.355517,0.302337,0.669619
0.708594,0.869279,0.462451,0.383786,0.580583
0.505681,0.807187,0.645955,0.391857,0.361687
0.587932,0.84906,0.567552,0.468296,0.438407
0.502797,0.853208,0.584421,0.394824,0.39674
0.795077,0.871712,0.384325,0.348354,0.677722
0.604744,0.834451,0.622476,0.403297,0.430238
0.783595,0.892009,0.336302,0.320148,0.70436
0.442296,0.805231,0.720977,0.40914,0.282813
0.877444,0.890662,0.293504,0.306863,0.782166
0.7611,0.903387,0.311105,0.279606,0.714285
0.954544,0.942921,0.0520007,0.228026,0.974156
0.949906,0.94511,0.0408377,0.248607,0.973585
0.85938,0.906802,0.242807,0.287199,0.804396
0.511525,0.889047,0.512595,0.37242,0.44775
0.802394,0.890354,0.350226,0.297497,0.711888
0.442499,0.815952,0.688663,0.478449,0.287326
0.368697,0.824787,0.699304,0.573217,0.222333
0.541544,0.85198,0.547007,0.49137,0.418938
0.781771,0.901416,0.305285,0.266676,0.731334
0.890176,0.910095,0.229794,0.287986,0.828744
0.512769,0.828987,0.609649,0.389859,0.387497
0.847768,0.900853,0.275508,0.267321,0.783934
0.899237,0.922282,0.149294,0.259941,0.883212
0.414503,0.858136,0.67468,0.511983,0.276675
0.729836,0.886462,0.397153,0.391549,0.627246
0.610503,0.862777,0.522968,0.449196,0.479854
0.883558,0.914318,0.212918,0.278658,0.836239
0.599773,0.826817,0.563825,0.410586,0.456212
0.798571,0.891349,0.35001,0.290145,0.711421
0.755134,0.876943,0.389633,0.367876,0.649151
0.505527,0.868496,0.556833,0.447606,0.403931
0.512279,0.858132,0.591976,0.45898,0.385817
0.818808,0.890017,0.333586,0.337735,0.721859
0.58327,0.868575,0.574696,0.36249,0.455067
0.723647,0.905833,0.312657,0.301032,0.688431
0.668332,0.873427,0.461202,0.349298,0.565929
0.76367,0.891585,0.353222,0.375479,0.673183
0.570772,0.86843,0.506242,0.389051,0.478936
0.511549,0.800113,0.677347,0.452105,0.335677
0.481724,0.823979,0.664723,0.504802,0.317584
0.711901,0.885564,0.398836,0.438252,0.606907
0.681856,0.912512,0.309202,0.35508,0.656736
0.851572,0.877155,0.351767,0.310926,0.734649
0.615061,0.883793,0.457659,0.440914,0.520743
0.746269,0.866961,0.43228,0.373042,0.619577
0.602332,0.792208,0.618287,0.352023,0.436946
0.586699,0.89165,0.429598,0.382366,0.532108
0.560767,0.872155,0.543143,0.427997,0.446453
0.80926,0.876103,0.365443,0.351654,0.69546
0.607019,0.859827,0.520247,0.350185,0.498726
0.503408,0.835286,0.623371,0.455465,0.36259
0.564987,0.813346,0.661885,0.504272,0.364834
0.565521,0.871217,0.54133,0.392143,0.457114
0.712094,0.854141,0.468637,0.367844,0.58089
0.801917,0.882097,0.364584,0.369292,0.688901
0.492237,0.888817,0.502011,0.463805,0.424317
0.61446,0.87089,0.499165,0.359212,0.513389
0.793603,0.901675,0.297015,0.267594,0.742191
0.744452,0.890413,0.380151,0.366049,0.649916
0.522682,0.809341,0.626472,0.368098,0.386475
0.462919,0.812398,0.694023,0.421424,0.306931
0.548124,0.910634,0.380785,0.359135,0.542829
0.463687,0.812117,0.672537,0.449292,0.313147
0.866134,0.905613,0.250929,0.307936,0.799647
0.452803,0.855595,0.629707,0.422751,0.339432
0.536886,0.866943,0.536436,0.443555,0.432961
