NDVI,WET,NDBSI,LST,RESI
0.636966,0.852774,0.529628,0.366536,0.5066
0.513256,0.855384,0.601822,0.428123,0.387015
0.559344,0.840917,0.586834,0.373043,0.430274
0.482476,0.827178,0.658932,0.392341,0.343764
0.384086,0.85013,0.674379,0.496703,0.261974
0.787296,0.86215,0.415131,0.341487,0.657453
0.78564,0.870053,0.421011,0.413213,0.639963
0.493839,0.836604,0.626783,0.399315,0.366718
0.816207,0.890667,0.340598,0.282659,0.727714
0.371495,0.856561,0.659158,0.390697,0.284697
0.807802,0.871929,0.379798,0.314994,0.693916
0.761239,0.867312,0.414028,0.343126,0.643614
0.485159,0.848869,0.632637,0.561692,0.327718
0.549777,0.822974,0.615594,0.41547,0.399416
0.641034,0.904394,0.352332,0.290558,0.623021
0.776264,0.873549,0.395173,0.345202,0.662244
0.715702,0.860972,0.469105,0.367072,0.583525
0.939658,0.938112,0.0820186,0.259751,0.943129
0.626071,0.858073,0.497526,0.341034,0.523069
0.574666,0.914907,0.325815,0.335141,0.591996
0.7683,0.902633,0.312915,0.317237,0.709808
0.499109,0.82068,0.666188,0.428058,0.341492
0.849302,0.889897,0.304238,0.33961,0.754103
0.741742,0.866401,0.427399,0.454115,0.603434
0.831982,0.882573,0.353409,0.303681,0.724783
0.547953,0.820166,0.641214,0.385216,0.390579
0.761441,0.873082,0.391945,0.367087,0.651228
0.473634,0.845166,0.643531,0.466044,0.334134
0.66445,0.869262,0.485651,0.409442,0.538435
0.44535,0.821095,0.641937,0.519406,0.306007
0.405323,0.830474,0.689654,0.423444,0.278368
0.553755,0.854481,0.563596,0.427506,0.429984
0.478644,0.821594,0.687382,0.403238,0.323833
0.547209,0.678788,0.746585,0.501618,0.296758
0.761277,0.903919,0.309598,0.317953,0.707609
0.731581,0.867596,0.429121,0.336034,0.620428
0.750634,0.842527,0.466986,0.356979,0.604363
0.733499,0.885228,0.389669,0.395021,0.632441
0.540703,0.841011,0.624233,0.429545,0.388815
0.858034,0.889066,0.302765,0.326432,0.762319
0.350529,0.560979,0.84752,0.394991,0.142079
0.519235,0.852516,0.580894,0.516379,0.383585
0.472724,0.839488,0.63026,0.420657,0.34908
0.582725,0.859214,0.551636,0.399406,0.458644
0.471358,0.863891,0.592339,0.384849,0.377991
0.439134,0.778576,0.720266,0.437301,0.273069
0.428327,0.848596,0.637399,0.448106,0.315862
0.830562,0.901947,0.28906,0.348698,0.751039
0.569625,0.843212,0.585886,0.368067,0.437773
0.528421,0.864887,0.549961,0.383959,0.432702
0.665162,0.869626,0.473206,0.362914,0.554705
0.45655,0.862458,0.625754,0.433513,0.34219
0.762504,0.862061,0.431097,0.374983,0.628426
0.526101,0.858801,0.579187,0.440739,0.404032
0.83929,0.886767,0.328564,0.351385,0.732962
0.828617,0.869885,0.376068,0.334677,0.703447
0.819074,0.87807,0.375526,0.304971,0.705127
0.881586,0.898898,0.266965,0.356261,0.789542
0.763884,0.849663,0.500258,0.322361,0.601835
0.777656,0.900002,0.312892,0.313087,0.715626
0.458274,0.854239,0.633847,0.647265,0.29552
0.928367,0.928318,0.119036,0.245888,0.918973
0.687688,0.867397,0.471181,0.383409,0.564114
0.736489,0.84741,0.491079,0.330159,0.589525
0.485598,0.889966,0.503844,0.374795,0.437444
0.664513,0.865184,0.470476,0.39206,0.54953
0.860237,0.899517,0.281423,0.278703,0.785406
0.635409,0.913842,0.275623,0.287178,0.662053
0.834549,0.884139,0.325501,0.279628,0.745921
0.88011,0.902007,0.259016,0.284966,0.807416
0.666573,0.853405,0.517819,0.399803,0.522909
0.418878,0.797911,0.707751,0.394334,0.27885
0.462471,0.809928,0.688456,0.368061,0.319981
0.554327,0.860404,0.556069,0.415135,0.437354
0.644157,0.88812,0.420989,0.487081,0.547722
0.905696,0.89139,0.286171,0.29844,0.803652
0.697596,0.867465,0.456521,0.357945,0.582496
0.697328,0.815513,0.549281,0.402775,0.519052
0.812125,0.857488,0.422005,0.339345,0.667704
0.898308,0.896623,0.258072,0.333022,0.808017
0.518448,0.804519,0.640513,0.405289,0.368784
0.621016,0.846544,0.529294,0.355571,0.499362
0.891486,0.906397,0.237526,0.296753,0.823268
0.95032,0.940976,0.0458542,0.243426,0.971771
0.819744,0.893629,0.323512,0.344175,0.7268
0.919475,0.925033,0.132519,0.250905,0.90552
0.584025,0.868678,0.538805,0.373443,0.472294
0.726853,0.863514,0.452212,0.337653,0.604827
0.535938,0.878449,0.528017,0.437681,0.439232
0.754185,0.885511,0.375652,0.38877,0.652734
0.723318,0.8656,0.427854,0.354896,0.612502
0.653082,0.78385,0.657516,0.405513,0.433201
0.494226,0.914072,0.275281,0.304442,0.579571
0.726193,0.863141,0.447179,0.353974,0.603832
0.768477,0.896038,0.336915,0.344782,0.691064
0.778184,0.880838,0.369738,0.431818,0.660289
0.875114,0.899864,0.26898,0.289143,0.798292
0.590906,0.84887,0.543481,0.428426,0.46071
0.462718,0.796589,0.685242,0.447984,0.30455
0.899267,0.932242,0.118344,0.283591,0.895909
0.733341,0.863769,0.46671,0.390606,0.5903
0.733676,0.868962,0.413508,0.407379,0.615807
0.476595,0.84943,0.635816,0.437141,0.346061
0.559088,0.838805,0.587636,0.406252,0.422884
0.72186,0.874453,0.433529,0.331567,0.614236
0.649407,0.886568,0.450885,0.437583,0.544552
0.545367,0.867594,0.509005,0.407616,0.459436
0.620543,0.879482,0.480097,0.42347,0.514986
0.823629,0.891819,0.319289,0.276807,0.744426
0.844918,0.886159,0.333166,0.28476,0.746877
0.826091,0.878919,0.377531,0.333421,0.702435
0.54397,0.839319,0.62148,0.369227,0.403926
0.653891,0.869694,0.483736,0.381981,0.539027
0.82649,0.879692,0.370804,0.326748,0.707622
0.454798,0.856558,0.619351,0.410878,0.348486
0.436744,0.783434,0.690378,0.494197,0.276708
0.730697,0.888124,0.380914,0.346478,0.645448
0.63828,0.884352,0.457812,0.643922,0.493377
0.65556,0.879216,0.468186,0.360379,0.55346
0.512794,0.709473,0.751663,0.462237,0.285748
0.704804,0.882597,0.418026,0.357189,0.608598
0.617993,0.884525,0.471435,0.384535,0.526396
0.501677,0.798409,0.668976,0.436339,0.33752
0.579583,0.864382,0.52687,0.397401,0.470902
0.788698,0.883259,0.366605,0.369993,0.680393
0.779684,0.897232,0.329808,0.334556,0.703269
0.83368,0.885169,0.339096,0.302493,0.733805
0.475562,0.83389,0.643479,0.407263,0.345773
0.584985,0.871632,0.519509,0.371496,0.483723
0.552697,0.854686,0.562787,0.489699,0.417469
0.883603,0.906952,0.241675,0.266664,0.822691
0.410006,0.873326,0.657103,0.389951,0.309276
0.889482,0.933039,0.122073,0.26088,0.893044
0.586252,0.827921,0.573568,0.336409,0.458339
0.613977,0.868052,0.506848,0.358962,0.508815
0.450406,0.815822,0.682761,0.465395,0.297467
0.664085,0.81148,0.565682,0.371943,0.497439
0.825186,0.88546,0.356097,0.295698,0.721433
0.883257,0.893819,0.276772,0.328118,0.790372
0.68768,0.855604,0.493881,0.357729,0.556005
0.330354,0.849722,0.658258,0.508361,0.237972
0.708244,0.853271,0.473762,0.367449,0.576009
0.508032,0.857816,0.576217,0.375416,0.408349
0.806271,0.887089,0.344916,0.348227,0.706445
0.467112,0.831749,0.63085,0.443685,0.34024
0.334837,0.64814,0.858048,0.587954,0.0983013
0.49773,0.835794,0.602422,0.466895,0.368254
0.587939,0.835243,0.549394,0.384098,0.463332
0.559274,0.835095,0.584206,0.451141,0.415491
0.62303,0.872936,0.485982,0.421497,0.51299
0.779711,0.878015,0.39179,0.301255,0.675167
0.811535,0.882894,0.362335,0.346426,0.700119
0.452795,0.857366,0.622028,0.440172,0.340203
0.815949,0.896369,0.314634,0.33371,0.731726
0.658623,0.872202,0.479153,0.396121,0.541552
0.5061,0.87175,0.564184,0.38806,0.412545
0.713023,0.906209,0.308772,0.334169,0.677969
0.594416,0.876974,0.496115,0.389707,0.49831
0.541618,0.849318,0.600425,0.403495,0.407948
0.646206,0.891571,0.415898,0.317748,0.585598
0.382531,0.846781,0.664552,0.685386,0.228423
0.736555,0.905456,0.321997,0.4045,0.670122
0.470724,0.830971,0.671421,0.478131,0.313893
0.39505,0.869473,0.641681,0.467842,0.293143
0.730348,0.845235,0.478105,0.412468,0.576341
0.454135,0.799398,0.707808,0.406636,0.296317
0.809854,0.898496,0.306,0.315197,0.736769
0.560082,0.873129,0.539152,0.34209,0.465365
0.584733,0.878873,0.494677,0.395778,0.492623
0.626792,0.801989,0.574871,0.430978,0.458929
0.642501,0.890692,0.419315,0.378673,0.569503
0.777502,0.86611,0.401126,0.376453,0.652811
0.624473,0.813848,0.581429,0.382504,0.465023
0.543839,0.842714,0.602737,0.391016,0.409775
0.257412,0.916596,0.509461,0.324771,0.319074
0.753967,0.872487,0.396783,0.414771,0.63493
0.621961,0.899963,0.396789,0.353197,0.575901
0.627159,0.869404,0.504199,0.464397,0.496783
0.552137,0.840728,0.589419,0.337588,0.431895
0.556258,0.859527,0.568432,0.416193,0.431603
0.562948,0.851934,0.548191,0.438551,0.440828
0.877786,0.913827,0.202051,0.273217,0.839773
0.50616,0.881678,0.527383,0.38283,0.434094
0.414373,0.843288,0.656645,0.48416,0.290139
0.804168,0.866633,0.3895,0.332453,0.682729
0.645342,0.863178,0.472416,0.372129,0.5415
0.788983,0.882851,0.370411,0.388331,0.674852
0.59758,0.843592,0.56163,0.487776,0.442515
0.524446,0.848103,0.582387,0.464819,0.395521
0.487422,0.833281,0.622018,0.367347,0.371651
0.646228,0.883104,0.446838,0.448548,0.542369
0.485761,0.840058,0.624825,0.46092,0.351321
0.571884,0.871583,0.506729,0.393673,0.478708
0.890949,0.897134,0.275517,0.257867,0.809666
0.659868,0.85466,0.515505,0.34115,0.532163
0.491741,0.799154,0.714342,0.502438,0.294894
0.504471,0.876458,0.546958,0.426237,0.413628
0.687336,0.875421,0.447875,0.40166,0.573432
0.800243,0.907199,0.280012,0.306687,0.747699
0.804288,0.867977,0.381317,0.35853,0.682074
0.512786,0.827331,0.613304,0.423895,0.378635
0.70464,0.888758,0.397495,0.358242,0.619783
0.931067,0.930792,0.0988653,0.25277,0.930036
0.535401,0.831522,0.61334,0.463825,0.383801
0.491837,0.831355,0.64518,0.448119,0.345623
0.887537,0.898155,0.268334,0.257968,0.811632
0.817782,0.881659,0.350609,0.332796,0.712407
0.417848,0.789905,0.724268,0.512763,0.245161
0.826527,0.879525,0.338965,0.329825,0.723841
0.757029,0.864181,0.433131,0.35058,0.629349
0.663444,0.90373,0.371249,0.3389,0.615918
0.91567,0.910983,0.175434,0.347539,0.860034
0.92003,0.929164,0.117304,0.253044,0.913873
0.791931,0.852236,0.457237,0.390384,0.627053
0.580817,0.874684,0.509369,0.436888,0.474051
0.41851,0.841948,0.673466,0.420913,0.296012
0.786882,0.865548,0.403984,0.365332,0.65872
0.60154,0.638216,0.714511,0.445461,0.351202
0.638525,0.882673,0.457243,0.35727,0.550655
0.39272,0.874591,0.611187,0.368255,0.328287
0.426555,0.841909,0.645414,0.495312,0.300554
0.638073,0.627831,0.719022,0.459342,0.365495
0.418942,0.810239,0.68592,0.416607,0.287263
0.435432,0.752589,0.752495,0.388147,0.261056
0.798103,0.865405,0.394123,0.348682,0.673527
0.730631,0.87261,0.428171,0.419116,0.604389
0.497488,0.834782,0.63058,0.377013,0.371008
0.756676,0.886824,0.386508,0.381378,0.65
0.718149,0.878235,0.429528,0.399353,0.601175
0.556094,0.831684,0.580398,0.388324,0.427862
0.741513,0.908932,0.287363,0.358918,0.700635
0.832731,0.897503,0.300402,0.346395,0.746262
0.583016,0.813493,0.599242,0.442458,0.420374
0.842182,0.886789,0.320684,0.337366,0.741541
0.615579,0.883824,0.466019,0.334636,0.537756
0.438454,0.859607,0.639232,0.462292,0.318891
0.496723,0.865364,0.580762,0.409543,0.393589
0.681017,0.604583,0.69282,0.500554,0.392861
0.852504,0.897846,0.282508,0.362111,0.763729
0.469407,0.895901,0.535851,0.314643,0.424012
0.360571,0.763542,0.794644,0.703052,0.13525
0.496597,0.879907,0.574584,0.361706,0.407796
0.462816,0.875356,0.578847,0.433776,0.371776
0.456724,0.843207,0.638447,0.491934,0.321977
0.938513,0.934753,0.0833138,0.257489,0.941905
0.701079,0.871182,0.457319,0.308945,0.594158
0.744739,0.881249,0.392453,0.333194,0.649166
0.692653,0.845352,0.515016,0.384375,0.54127
0.548854,0.874196,0.523598,0.418998,0.452096
0.811222,0.878674,0.3697,0.336574,0.697576
0.685783,0.872143,0.455617,0.414216,0.565633
0.618662,0.876266,0.470772,0.430338,0.517162
0.811283,0.878655,0.363533,0.314156,0.705326
0.864249,0.885201,0.338739,0.262334,0.759145
0.832942,0.87152,0.355799,0.325363,0.718609
0.285691,0.910412,0.472901,0.284878,0.36157
0.616131,0.866681,0.515369,0.373269,0.502533
0.484705,0.847918,0.612709,0.466105,0.356911
0.407796,0.870971,0.639916,0.421778,0.310547
0.525082,0.848421,0.604266,0.390322,0.399164
0.454621,0.84559,0.638444,0.378774,0.34355
0.783533,0.878267,0.38597,0.327743,0.675147
0.841927,0.876133,0.369234,0.308785,0.720323
0.789685,0.893698,0.322399,0.319795,0.715371
0.591782,0.626148,0.698267,0.486092,0.344987
0.476958,0.84677,0.600644,0.386125,0.374728
0.804637,0.877318,0.394299,0.312155,0.685594
0.874621,0.908996,0.226044,0.272499,0.824961
0.506558,0.873221,0.547223,0.379481,0.423625
0.413193,0.854842,0.698064,0.531655,0.259328
0.505971,0.812936,0.639322,0.434275,0.357511
0.62605,0.8065,0.595321,0.324463,0.469353
0.754412,0.876251,0.399827,0.311023,0.654593
0.794798,0.848981,0.439859,0.352732,0.645001
0.441123,0.859087,0.618926,0.434428,0.33661
0.539573,0.866366,0.532738,0.379355,0.449134
0.42331,0.834957,0.668159,0.412027,0.302559
0.824877,0.878006,0.361611,0.300335,0.716655
0.626235,0.790008,0.652919,0.391343,0.424012
0.856083,0.909026,0.247376,0.357031,0.78647
0.47158,0.828329,0.63978,0.387042,0.348943
0.680529,0.857941,0.460173,0.416625,0.558334
0.795765,0.88961,0.3249,0.291277,0.722713
0.409883,0.836503,0.657747,0.443198,0.294485
0.504609,0.852042,0.604103,0.369543,0.392263
0.629514,0.877781,0.485834,0.374648,0.526525
0.764032,0.876054,0.39015,0.350774,0.657182
0.773166,0.889049,0.359453,0.322416,0.685513
0.840188,0.873774,0.358674,0.32221,0.722016
0.48828,0.824217,0.640103,0.398353,0.355474
0.597389,0.872022,0.50318,0.484508,0.47688
0.616852,0.841867,0.553208,0.445676,0.465981
0.608278,0.883948,0.48175,0.395643,0.513222
0.765185,0.867214,0.448454,0.348237,0.626607
0.708364,0.87399,0.425595,0.371193,0.602924
0.746221,0.846342,0.494588,0.311112,0.596812
0.565659,0.874513,0.521713,0.396015,0.467129
0.786347,0.891563,0.341016,0.348775,0.697673
0.379428,0.850431,0.679006,0.471449,0.261967
0.78535,0.866578,0.413072,0.344088,0.657388
0.783084,0.882547,0.400512,0.325768,0.668042
0.749012,0.869197,0.422886,0.359925,0.628922
0.733104,0.851894,0.456212,0.320779,0.608381
0.744744,0.867257,0.469743,0.324842,0.608537
0.722974,0.838759,0.498568,0.390349,0.565118
0.438092,0.780921,0.735415,0.453794,0.261438
0.452192,0.749483,0.783275,0.486681,0.234278
0.679183,0.885653,0.412887,0.372539,0.594194
0.513964,0.844895,0.623118,0.571693,0.346521
0.81457,0.877801,0.362484,0.322688,0.705941
0.776091,0.889899,0.350901,0.395214,0.677283
0.588361,0.870383,0.526443,0.384263,0.479286
0.883745,0.897947,0.273845,0.246948,0.808762
0.499105,0.811371,0.667745,0.530123,0.319409
0.378779,0.722265,0.805087,0.419796,0.192039
0.916585,0.923022,0.146376,0.238824,0.898769
0.392251,0.790235,0.729936,0.431867,0.243921
0.767125,0.852818,0.475724,0.384302,0.604627
0.86092,0.89447,0.28889,0.314841,0.774135
0.429956,0.858023,0.642381,0.387005,0.327267
0.630166,0.85788,0.524846,0.392161,0.500739
0.396193,0.873846,0.641477,0.438471,0.300185
0.784495,0.86974,0.406033,0.379132,0.653983
0.590034,0.837182,0.602321,0.435476,0.426514
0.852524,0.884308,0.323083,0.367741,0.739781
0.706178,0.871528,0.446524,0.383715,0.587891
0.416067,0.847631,0.666632,0.47524,0.288033
0.78133,0.876358,0.381217,0.369517,0.667917
0.891739,0.917663,0.21006,0.380298,0.82247
0.558622,0.862787,0.55143,0.413459,0.442795
0.759193,0.855834,0.470423,0.36632,0.606863
0.852355,0.886968,0.339182,0.317937,0.741357
0.880675,0.885484,0.310745,0.282783,0.779124
0.824723,0.887279,0.333342,0.301717,0.73219
0.902675,0.935428,0.116046,0.293901,0.897314
0.401977,0.848947,0.637675,0.476892,0.295236
0.772929,0.852914,0.457613,0.341677,0.625945
0.517837,0.868243,0.555578,0.436291,0.413729
0.783454,0.898516,0.309537,0.35593,0.71198
0.457459,0.822689,0.675465,0.445578,0.309931
0.595631,0.891194,0.471604,0.348828,0.521543
0.465622,0.832613,0.652017,0.475922,0.321893
0.750664,0.875627,0.410157,0.422423,0.624809
0.500385,0.846313,0.61908,0.405651,0.374204
0.777562,0.894321,0.337912,0.339302,0.69655
0.417934,0.85512,0.618685,0.491858,0.31189
0.556203,0.83306,0.649827,0.4818,0.372776
0.49278,0.870522,0.572891,0.420159,0.393955
0.523982,0.8277,0.59942,0.446464,0.387808
0.785547,0.903181,0.284596,0.356896,0.726626
0.567784,0.90228,0.422749,0.342958,0.534042
0.515055,0.870158,0.574332,0.416315,0.406425
0.556978,0.841843,0.584908,0.379991,0.428677
0.581474,0.828969,0.590309,0.371059,0.440025
0.456994,0.779604,0.736559,0.50306,0.26151
0.376081,0.833585,0.72839,0.555058,0.215622
0.707206,0.75743,0.59525,0.335744,0.507651
0.857736,0.914157,0.20585,0.286376,0.823928
0.82677,0.878054,0.375624,0.295887,0.7112
0.491444,0.860454,0.588467,0.401837,0.38758
0.557456,0.814541,0.637522,0.345092,0.405267
0.672859,0.843932,0.53122,0.374722,0.523368
0.829862,0.875026,0.370194,0.346187,0.70549
0.414547,0.877682,0.613933,0.452144,0.322722
0.680996,0.88489,0.411448,0.385481,0.593319
0.809843,0.892445,0.335932,0.312157,0.720924
0.701563,0.879828,0.426643,0.399813,0.593461
0.798142,0.867825,0.404663,0.362545,0.66547
0.521555,0.868688,0.56398,0.452438,0.40821
0.817469,0.886465,0.354375,0.28857,0.719532
0.772909,0.892071,0.344509,0.36235,0.685636
0.776732,0.868106,0.42022,0.316175,0.654481
0.485905,0.871946,0.565797,0.433511,0.391337
0.46612,0.891912,0.511463,0.437398,0.410232
0.848564,0.911725,0.230724,0.336098,0.795492
0.449207,0.857439,0.636785,0.39264,0.33985
0.688701,0.878183,0.446697,0.388584,0.577706
0.535212,0.8036,0.633883,0.343128,0.393967
0.431712,0.83991,0.6476,0.419245,0.317216
0.599531,0.876935,0.491047,0.380207,0.505746
0.355902,0.810976,0.723791,0.69571,0.176423
0.480499,0.734636,0.728005,0.457663,0.283624
0.510386,0.835013,0.640872,0.468447,0.354646
0.864606,0.88636,0.307998,0.286058,0.770994
0.819404,0.898774,0.297877,0.293836,0.750701
0.704914,0.853249,0.474594,0.34659,0.577846
0.415267,0.807707,0.707973,0.49012,0.258663
0.835518,0.896684,0.301282,0.320701,0.752388
0.544832,0.808401,0.637597,0.448633,0.376914
0.564392,0.807855,0.637262,0.394663,0.398749
0.435146,0.827091,0.660053,0.481299,0.2989
0.370228,0.867013,0.665611,0.45965,0.267937
0.443206,0.792557,0.728113,0.462246,0.267685
0.555398,0.850111,0.565241,0.419963,0.431087
0.540274,0.833413,0.619262,0.430303,0.390268
0.3798,0.82191,0.704282,0.514763,0.237265
0.583993,0.844089,0.565327,0.471941,0.436135
0.482993,0.817762,0.682001,0.387536,0.331847
0.848882,0.898414,0.282737,0.306207,0.772753
0.676279,0.856675,0.501588,0.406591,0.535923
0.829288,0.870998,0.385583,0.330329,0.699773
0.457839,0.856195,0.6066,0.431383,0.352817
0.849187,0.883968,0.324528,0.35313,0.740016
0.778038,0.842812,0.473171,0.365264,0.614858
0.417475,0.814456,0.704991,0.393973,0.281296
0.807491,0.881972,0.358748,0.311442,0.706608
0.708218,0.844671,0.491485,0.370233,0.565187
0.228996,0.914378,0.326924,0.281199,0.408042
0.683335,0.860517,0.503596,0.341922,0.552081
0.634887,0.839523,0.551808,0.364123,0.492824
0.407399,0.825019,0.704761,0.461796,0.263359
0.639092,0.867376,0.469868,0.36102,0.54198
0.8451,0.900488,0.277081,0.293855,0.77629
0.57151,0.864464,0.561496,0.391153,0.449319
0.569809,0.840147,0.598066,0.421681,0.420459
0.512391,0.866079,0.570363,0.420016,0.405871
0.534585,0.687828,0.785159,0.443589,0.281756
0.794066,0.877912,0.393235,0.322752,0.678176
0.706869,0.85202,0.486082,0.393414,0.563433
0.767023,0.881574,0.40504,0.362825,0.649162
0.890729,0.910038,0.207956,0.299578,0.838285
0.458951,0.830656,0.63774,0.53329,0.314083
0.821185,0.902224,0.281161,0.312128,0.757253
0.426213,0.838496,0.66929,0.436962,0.298996
0.845488,0.88569,0.340488,0.30443,0.739367
0.800374,0.910145,0.263435,0.316989,0.754788
0.368253,0.830451,0.707889,0.525095,0.227701
0.905153,0.92302,0.137265,0.300019,0.884996
0.418892,0.877747,0.654859,0.368569,0.320158
0.511922,0.840637,0.598288,0.466927,0.378898
0.599864,0.876165,0.484755,0.403502,0.504546
0.432795,0.816119,0.683345,0.376507,0.304982
0.846752,0.886194,0.323561,0.310505,0.747866
0.837658,0.894952,0.290941,0.328729,0.75728
0.485939,0.829548,0.622332,0.462883,0.351267
0.535881,0.872916,0.533303,0.414713,0.440404
0.696096,0.872708,0.454642,0.380064,0.578789
0.830419,0.891074,0.327814,0.290969,0.740838
0.859963,0.889318,0.308105,0.313903,0.763097
0.56246,0.825266,0.58745,0.421615,0.420426
0.79985,0.877988,0.382226,0.370528,0.677747
0.806001,0.870304,0.386526,0.344585,0.683296
0.606979,0.868474,0.492655,0.350624,0.51409
0.437159,0.854196,0.66139,0.555639,0.287329
0.737501,0.86237,0.43863,0.295751,0.626199
0.477114,0.76776,0.659513,0.477986,0.317294
0.790107,0.862593,0.434883,0.344761,0.647985
0.570485,0.68373,0.661509,0.501437,0.355336
0.781592,0.872859,0.405519,0.320442,0.66462
0.610953,0.760252,0.608596,0.357982,0.442433
0.861651,0.917563,0.198625,0.307413,0.826111
0.711117,0.878649,0.40163,0.352974,0.62124
0.811758,0.83045,0.476695,0.386643,0.626399
0.460062,0.806628,0.6973,0.377854,0.311667
0.450102,0.726636,0.68209,0.504101,0.28077
0.812445,0.882541,0.353453,0.331348,0.708287
0.474036,0.795172,0.713478,0.495916,0.286299
0.752149,0.838288,0.533027,0.361083,0.569054
0.462871,0.833785,0.628498,0.392926,0.349408
0.507591,0.858033,0.585079,0.37891,0.402746
0.825084,0.895872,0.310631,0.330959,0.739466
0.821487,0.890827,0.3216,0.321961,0.732919
0.817013,0.887,0.345368,0.372991,0.707301
0.673863,0.872764,0.472681,0.39611,0.553587
0.898122,0.930921,0.127027,0.255192,0.896189
0.83285,0.888482,0.328027,0.367941,0.726514
0.695842,0.840485,0.531312,0.3674,0.537322
0.465476,0.797292,0.695711,0.459238,0.298398
0.798701,0.881107,0.35393,0.435772,0.679402
0.733664,0.885441,0.380451,0.335947,0.649177
0.383789,0.859146,0.667951,0.387371,0.287879
0.892269,0.925182,0.155722,0.259903,0.876209
0.849372,0.893843,0.312805,0.265432,0.764775
0.563989,0.871355,0.525816,0.407455,0.461423
0.350626,0.874076,0.661536,0.48042,0.255684
0.786874,0.863337,0.415534,0.354142,0.654608
0.413906,0.826232,0.710134,0.433419,0.269941
0.850167,0.891272,0.312719,0.3096,0.756217
0.731076,0.887127,0.397445,0.347942,0.63653
0.466173,0.781396,0.703467,0.474048,0.290108
0.669375,0.87715,0.457262,0.438962,0.551146
0.815442,0.897913,0.305401,0.285521,0.746065
0.853182,0.883685,0.33933,0.283051,0.748343
0.891389,0.900248,0.258393,0.298573,0.811188
0.517489,0.689812,0.71119,0.521515,0.295961
0.712142,0.866794,0.450056,0.39336,0.586966
0.738195,0.865635,0.443166,0.384453,0.606885
0.676648,0.898829,0.372766,0.294765,0.630802
0.733637,0.850105,0.478317,0.324259,0.59612
0.729521,0.865487,0.44517,0.330808,0.611611
0.898032,0.942265,0.0959191,0.250352,0.914712
0.803971,0.890298,0.339466,0.281849,0.721566
0.597706,0.790202,0.58064,0.451626,0.434231
0.730715,0.879646,0.407269,0.43471,0.613107
0.575332,0.836215,0.59806,0.374835,0.432475
0.543156,0.860203,0.579078,0.386736,0.424549
0.817158,0.899705,0.301084,0.277192,0.751151
0.90495,0.912412,0.207592,0.348367,0.837001
0.551612,0.826692,0.594235,0.484175,0.398454
0.626095,0.865587,0.48819,0.393904,0.518275
0.547965,0.729705,0.702077,0.449446,0.336328
0.438698,0.82629,0.666891,0.400738,0.31322
0.571817,0.804029,0.61838,0.430584,0.40536
0.491106,0.813121,0.680287,0.419845,0.330403
0.839271,0.914605,0.223828,0.295114,0.802368
0.397264,0.849652,0.677513,0.438695,0.279203
0.623763,0.869222,0.498606,0.401632,0.510298
0.928961,0.930334,0.102242,0.25308,0.926961
0.843625,0.897299,0.297377,0.314694,0.760261
0.564118,0.855056,0.539984,0.420335,0.449767
0.687254,0.866635,0.446982,0.348453,0.583535
0.626658,0.814745,0.570663,0.419151,0.464743
0.799272,0.859279,0.416986,0.329464,0.665291
0.42731,0.853579,0.611716,0.441722,0.330649
0.680616,0.856397,0.474369,0.348044,0.56436
0.589437,0.854685,0.552272,0.419641,0.457584
0.818854,0.879746,0.361409,0.365855,0.700529
0.410913,0.840032,0.648165,0.398627,0.309356
0.796876,0.882452,0.361002,0.379006,0.686069
0.803392,0.874248,0.377789,0.353065,0.685169
0.859595,0.885904,0.315119,0.276726,0.766226
0.45054,0.869958,0.611564,0.466622,0.340504
0.828603,0.896924,0.30904,0.239585,0.760564
0.506534,0.788302,0.663033,0.404732,0.348634
0.758551,0.886852,0.380171,0.340457,0.662544
0.544966,0.859448,0.558845,0.358393,0.441819
0.567519,0.857127,0.548707,0.384263,0.454453
0.341869,0.685472,0.841071,0.430505,0.146382
0.502256,0.777531,0.700139,0.477732,0.310992
0.472495,0.862908,0.605351,0.445418,0.359604
0.406246,0.802166,0.717537,0.456546,0.254651
0.596641,0.87019,0.518495,0.397595,0.485463
0.794926,0.875321,0.375659,0.340713,0.684109
0.593225,0.873394,0.516165,0.404898,0.483654
0.904963,0.890205,0.293763,0.287094,0.801363
0.713776,0.830629,0.541545,0.411129,0.532268
0.484568,0.777863,0.657848,0.389118,0.341074
0.452087,0.78971,0.730575,0.492602,0.265038
0.872277,0.895842,0.285754,0.3565,0.774023
0.555141,0.815051,0.638088,0.414882,0.38984
0.533014,0.887795,0.513785,0.389597,0.455639
0.447964,0.807216,0.721855,0.450538,0.277501
0.804167,0.8941,0.33433,0.291308,0.722902
0.830375,0.886944,0.339335,0.325192,0.727492
0.465482,0.812244,0.684547,0.462876,0.305118
0.796922,0.901306,0.299952,0.291805,0.737649
0.850435,0.8968,0.294846,0.332838,0.761762
0.7726,0.872352,0.407084,0.296125,0.663529
0.535619,0.847041,0.572185,0.452698,0.409487
0.628376,0.852234,0.551737,0.367105,0.489922
0.490281,0.819646,0.636576,0.559177,0.326003
0.49734,0.842599,0.605756,0.385366,0.383189
0.598183,0.893184,0.444364,0.385414,0.530301
0.409521,0.804459,0.686441,0.435526,0.277341
0.695817,0.866474,0.490079,0.333005,0.568619
0.450393,0.841888,0.627826,0.419683,0.338271
0.508821,0.883258,0.525813,0.410546,0.431067
0.587773,0.868085,0.505929,0.405842,0.48527
0.768381,0.844281,0.491929,0.356524,0.601412
